QSO-J0001+0000,6.69,1600000000.0,-77.41195516229544,38.4,115.20000457763672,-24.49,nan,nan,nan,nan,-1.0,24.88731569044593,8.003313765677145,-0.28330771711145264,8.29490911366709,11.927438434462541,0.13028834457097555,16.228312172260747,11.652195295624521,31.75913762901138
QSO-J0001+0006,6.13,1600000000.0,4.669743216289697,40.1,120.29999542236328,-23.72,nan,nan,nan,nan,1.0,22.820102968480125,5.936101043711339,28.7379670984152,8.233894030359192,11.619438434462541,0.13028834457097555,0.2825274380699735,18.69548889002531,56.08589027476868
QSO-J0004-0049,6.1,1600000000.0,123.67843851282109,35.6,106.79999542236328,-23.9,nan,nan,nan,nan,1.0,23.003018145353874,6.119016220585088,16.571149938987112,8.177705810916494,11.69143843446254,0.13028834457097555,0.364733629378808,13.917382607876574,41.75085739339597
QSO-J0009+3252,6.1,1600000000.0,-10.058976783214671,30.6,91.80000114440918,-25.65,nan,nan,nan,nan,-1.0,24.4679288820587,7.583926957289915,-0.4883299519331853,8.111977263453888,12.39143843446254,0.13028834457097555,2.122689858177586,2.4702886444283116,7.160392864331869
QSO-J0024+3913,6.61,1600000000.0,-24.298403724694804,31.1,93.30000114440918,-25.95,nan,nan,nan,nan,-1.0,24.012673873528435,7.128671948759649,-1.6763756426537582,8.192380234189114,12.51143843446254,0.13028834457097555,0.564457874937284,2.1853765870932835,6.536418068464578
QSO-J0028+0457,6.0008,1600000000.0,41.73648388895131,32.1,96.29999542236328,-26.64,19.967,0.155,nan,nan,1.0,24.546483805837973,7.662481881069187,0.41296439973972376,8.117731438704052,12.57001343266592,0.062,1.686034552419505,1.621193945182556,4.809678288996519
QSO-J0033-0125,6.13,1600000000.0,2.1797269795405225,39.3,117.89999771118164,-25.14,nan,nan,nan,nan,1.0,23.955450826307537,7.071448901538751,2.062321508875955,8.225142216209088,12.187438434462543,0.13028834457097555,1.043298274678551,4.96415681428804,14.86284004309815
QSO-J0038-1025,6.0039,1600000000.0,77.83035138894728,36.4,109.20000457763672,-26.54,19.216,0.081,nan,nan,1.0,24.717620255114422,7.833618330345637,0.31611581754837537,8.172801501025122,12.870839038425489,0.0324,1.2507695909846168,0.915184110392122,2.731243902197413
QSO-J0045+0901,6.42,1600000000.0,97.04936835428568,30.5,91.5,-26.01,20.192,0.19,nan,nan,1.0,23.778954843850663,6.894952919081877,2.6486666062885784,8.157317158600657,12.535490266364928,0.076,0.31178891796034697,1.9023147238619027,5.704596279418455
QSO-J0050+3445,6.253,1600000000.0,-14.105373863606712,50.0,150.0,-26.7,19.354,0.071,nan,nan,1.0,23.847713927827947,6.963712003059161,3.5063336178205384,8.34790218210527,12.849076681834628,0.028399999999999998,0.17743257010339797,1.4325721794737658,4.297575571695412
QSO-J0055+0146,6.006,1600000000.0,-71.30523551196322,32.3,96.89999771118164,-24.81,nan,nan,nan,nan,1.0,23.399835958950085,6.5158340341812995,5.835154506711581,8.121223337643144,12.055438434462541,0.13028834457097555,0.3933631035854285,5.286520270223912,15.855608917259213
QSO-J0100+2802,6.3258,1600000000.0,101.20312718677677,28.1,84.30000114440918,-29.14,17.16,0.028,nan,nan,1.0,25.072960046435995,8.18895812166721,0.12020601348612212,8.108221259529374,13.7361750926805,0.0112,0.38652808144115935,0.10744839044008744,0.3209550319418852
QSO-J0106-0030,6.06,1600000000.0,-4.056395874772193,29.8,89.39999771118164,-23.53,nan,nan,nan,nan,-1.0,24.30542696381178,7.421425039042994,-0.6818384294492655,8.094443457541294,11.54343843446254,0.13028834457097555,10.289271493151169,16.446336764625883,48.4621910298424
QSO-J0109-3047,6.7909,1600000000.0,5.979378402767912,48.6,145.79999542236328,-25.64,20.961,0.323,nan,nan,1.0,24.640391901075507,7.756389976306721,0.6532967425348908,8.410837412443977,12.273778172747074,0.1292,4.140090414326015,6.348440807505175,18.68345807406525
QSO-J0112+0110,6.82,1600000000.0,37.726382719372445,22.6,67.80000114440918,-24.07,nan,nan,nan,nan,1.0,24.063827312911652,7.179825388142866,1.1562086767208961,8.082198555758556,11.759438434462542,0.13028834457097555,3.5874427223471264,9.611183873239561,28.652211176891957
QSO-J0136+0226,6.21,1600000000.0,14.91816805082498,32.8,98.39999771118164,-24.66,nan,nan,nan,nan,1.0,24.578005439149663,7.694003514380878,0.4218449027211048,8.158493263564026,11.995438434462542,0.13028834457097555,6.807115224894327,6.92015940914247,19.83594298002105
QSO-J0142-3327,6.3379,1600000000.0,-15.812003243000554,42.7,128.10000228881836,-27.81,18.817,0.052,nan,nan,-1.0,23.631623036007657,6.747621111238871,-5.0667690460681,8.291689163348872,13.074942256757835,0.0208,0.06413230902696362,0.7482165899318899,2.2446308560495063
QSO-J0159-3633,6.02,1600000000.0,70.03853590126118,52.7,158.10000228881836,-27.0,19.395000000000003,0.079,nan,nan,1.0,24.90068290372515,8.016680978956366,0.3019594639247687,8.33596656806314,12.80144559196166,0.0316,2.2368322163031547,1.5637341534356177,4.6657235014674825
QSO-J0202-0251,6.03,1600000000.0,-11.197465096084397,36.7,110.10000228881836,-23.44,nan,nan,nan,nan,-1.0,24.077209810361325,7.193207885592539,-1.4053970388140145,8.180343863150895,11.507438434462543,0.13028834457097555,6.609482746542994,21.480305892155204,64.16577599173664
QSO-J0206-0255,6.03,1600000000.0,11.836371897629933,31.1,93.30000114440918,-24.96,nan,nan,nan,nan,-1.0,23.885166823884525,7.001164899115739,-1.853259955112696,8.10843818422431,12.115438434462543,0.13028834457097555,1.0474287414190084,4.48071275595819,13.409042641750794
